iter	RMSE
1666	72019.77586
1667	72019.49735
1668	72019.3889
1669	72018.33166
1670	72017.98989
1671	72017.8996
1672	72017.68416
1673	72017.42994
1674	72017.33905
1675	72016.8384
1676	72016.54319
1677	72015.50754
1678	72015.31596
1679	72014.95553
1680	72014.84756
1681	72014.57407
1682	72014.29415
1683	72013.95084
1684	72013.51121
1685	72013.0031
1686	72012.83569
1687	72012.61963
1688	72012.43504
1689	72012.21394
1690	72012.15018
1691	72011.9224
1692	72011.74489
1693	72011.62456
1694	72011.12748
1695	72010.65175
1696	72009.94819
1697	72009.62817
1698	72009.32013
1699	72008.91059
1700	72008.77893
1701	72008.61932
1702	72007.65962
1703	72007.50447
1704	72005.77846
1705	72005.63726
1706	72005.45326
1707	72005.21167
1708	72004.93739
1709	72004.47028
1710	72003.94885
1711	72003.78357
1712	72003.30468
1713	72002.98206
1714	72002.75047
1715	72002.50433
1716	72001.63131
1717	72001.29062
1718	72001.05217
1719	72000.57364
1720	72000.34693
1721	72000.11728
1722	71999.83564
1723	71999.40265
1724	71999.25763
1725	71998.9211
1726	71997.57918
1727	71997.48446
1728	71997.30521
1729	71996.56137
1730	71994.94195
1731	71994.74891
1732	71994.2197
1733	71993.93661
1734	71993.7797
1735	71993.58596
1736	71993.45676
1737	71993.3252
1738	71993.08087
1739	71992.33979
1740	71992.11857
1741	71992.03658
1742	71991.78768
1743	71991.60362
1744	71991.50773
1745	71990.09898
1746	71989.58034
1747	71989.21632
1748	71988.95261
1749	71988.79082
1750	71988.16498
1751	71986.75494
1752	71986.14197
1753	71986.07745
1754	71985.90959
1755	71985.33161
1756	71984.99177
1757	71984.79639
1758	71984.53022
1759	71984.3763
1760	71984.12712
1761	71984.03639
1762	71983.79664
1763	71983.42106
1764	71982.58731
1765	71982.05291
1766	71981.90315
1767	71981.49555
1768	71981.09712
1769	71980.89436
1770	71980.40913
1771	71979.80775
1772	71979.74187
1773	71979.58817
1774	71978.42898
1775	71977.72714
1776	71977.43354
1777	71977.05317
1778	71976.02596
1779	71975.82194
1780	71975.57855
1781	71975.23196
1782	71974.8554
1783	71974.46007
1784	71974.22018
1785	71973.90893
1786	71972.97164
1787	71972.1828
1788	71972.0671
1789	71971.69911
1790	71971.20629
1791	71971.04295
1792	71970.51545
1793	71970.36341
1794	71970.12728
1795	71969.87174
1796	71969.64616
1797	71968.88402
1798	71968.61862
1799	71968.49382
1800	71968.29521
1801	71968.07768
1802	71967.65566
1803	71967.36509
1804	71966.48193
1805	71965.88896
1806	71965.6388
1807	71965.46808
1808	71965.2801
1809	71964.46693
1810	71964.05122
1811	71963.48579
1812	71963.1249
1813	71962.79971
1814	71962.69298
1815	71962.41616
1816	71962.33055
1817	71962.08944
1818	71961.84523
1819	71961.72068
1820	71961.66158
1821	71961.28173
1822	71961.0934
1823	71959.24991
1824	71958.76034
1825	71958.60443
1826	71958.54876
1827	71958.00988
1828	71957.71039
1829	71957.41475
1830	71956.82492
1831	71956.51105
1832	71956.33937
1833	71956.10683
1834	71954.54001
1835	71954.43631
1836	71954.14211
1837	71953.8555
1838	71953.80931
1839	71953.26402
1840	71952.72657
1841	71952.57947
1842	71952.26584
1843	71951.90565
1844	71951.68431
1845	71951.3307
1846	71951.11283
1847	71950.63827
1848	71950.33415
1849	71949.51711
1850	71949.19807
1851	71948.91929
1852	71948.83718
1853	71948.538
1854	71948.44971
1855	71948.20076
1856	71947.98968
1857	71947.93336
1858	71946.38035
1859	71946.24229
1860	71945.97168
1861	71945.81037
1862	71945.6775
1863	71945.49086
1864	71945.25282
1865	71944.7642
1866	71944.39501
1867	71944.17825
1868	71943.85376
1869	71943.56757
1870	71943.09584
1871	71942.29558
1872	71941.74009
1873	71941.37195
1874	71941.27942
1875	71941.13806
1876	71940.97382
1877	71940.54612
1878	71940.22852
1879	71940.04131
1880	71939.76694
1881	71939.30869
1882	71939.25784
1883	71939.08782
1884	71938.70501
1885	71938.35528
1886	71938.05392
1887	71937.73292
1888	71937.51172
1889	71937.31783
1890	71937.15445
1891	71936.61184
1892	71936.30273
1893	71936.00466
1894	71935.65639
1895	71935.50369
1896	71935.33086
1897	71934.74438
1898	71934.63494
1899	71934.48926
1900	71934.18357
1901	71933.81552
1902	71933.73571
1903	71933.44676
1904	71933.08025
1905	71932.78174
1906	71932.29913
1907	71932.26987
1908	71931.80263
1909	71931.07707
1910	71930.72476
1911	71930.39182
1912	71930.09668
1913	71929.80289
1914	71929.55574
1915	71929.33424
1916	71929.03817
1917	71928.56627
1918	71928.1047
1919	71927.73455
1920	71927.59552
1921	71927.35129
1922	71927.19603
1923	71927.11609
1924	71926.93409
1925	71925.813
1926	71925.69895
1927	71925.65218
1928	71925.59095
1929	71925.13281
1930	71924.87387
1931	71924.68582
1932	71924.44125
1933	71924.26681
1934	71923.73627
1935	71923.5711
1936	71923.26987
1937	71923.09158
1938	71922.63427
1939	71921.95843
1940	71921.72624
1941	71921.04857
1942	71920.90427
1943	71920.15088
1944	71919.81914
1945	71919.42141
1946	71918.96591
1947	71918.74231
1948	71918.61494
1949	71918.46205
1950	71918.30251
1951	71917.82282
1952	71917.59406
1953	71917.26531
1954	71917.13602
1955	71917.0525
1956	71916.83291
1957	71916.28867
1958	71915.73295
1959	71915.66193
1960	71914.98978
1961	71914.76658
1962	71914.51764
1963	71914.27469
1964	71913.79846
1965	71913.73417
1966	71913.63977
1967	71912.95143
1968	71912.65749
1969	71912.428
1970	71912.17566
1971	71911.40817
1972	71910.91605
1973	71909.62703
1974	71909.55405
1975	71908.71605
1976	71908.63217
1977	71908.56227
1978	71908.34785
1979	71907.86779
1980	71907.30109
1981	71907.13271
1982	71906.8324
1983	71906.41284
1984	71906.06427
1985	71905.7512
1986	71905.49396
1987	71904.95753
1988	71904.87087
1989	71904.78063
1990	71904.66928
1991	71904.43995
1992	71903.46262
1993	71903.35773
1994	71903.16258
1995	71900.57712
1996	71900.33502
1997	71899.89789
1998	71899.62857
1999	71899.40718
2000	71899.06502
2001	71898.90098
2002	71898.56306
2003	71898.39393
2004	71898.21906
2005	71898.0535
2006	71897.7319
2007	71897.40874
2008	71896.98993
2009	71896.71916
2010	71896.64116
2011	71896.13446
2012	71896.00618
2013	71895.44423
2014	71895.08428
2015	71894.79952
2016	71894.42139
2017	71894.15347
2018	71893.96433
2019	71893.55085
2020	71893.32593
2021	71893.1625
2022	71891.29514
2023	71891.01389
2024	71890.77012
2025	71890.63889
2026	71890.44138
2027	71889.99046
2028	71889.62205
2029	71889.43101
2030	71889.16373
2031	71888.21195
2032	71888.06144
2033	71888.00422
2034	71885.8633
2035	71885.67249
2036	71885.07005
2037	71884.77903
